,id,player_name,games,time,goals_season,xG_season,assists_season,xA_season,shots_season,key_passes_season,yellow_cards,red_cards,position,team_title,npg_season,npxG_season,xGChain,xGBuildup
47,6271,Ihlas Bebou,32,2085,6,4.252615045756102,1,2.9289172547869384,35,31,1,0,F M S,Hoffenheim,6,4.252615045756102,9.96163349924609,3.8058319855481386
48,6484,Renato Steffen,27,1600,6,4.36342644225806,3,2.784995010122657,29,25,6,0,D F M S,Wolfsburg,6,4.36342644225806,9.012082893401384,2.555261126719415
49,7791,Sebastiaan Bornauw,28,2450,6,3.200397474691272,0,0.5446526948362589,18,6,5,1,D,FC Cologne,6,3.200397474691272,4.57056466396898,4.22115636896342
50,7810,Ruben Vargas,33,2549,6,6.7616592068225145,1,3.849915100261569,60,23,8,0,M S,Augsburg,6,6.7616592068225145,13.098144063726068,4.665670998394489
51,81,Jonathan Schmid,33,2840,5,2.997105007059872,1,2.6608949108049273,43,27,1,0,D M S,Freiburg,5,2.997105007059872,6.39037499576807,3.2887252224609256
52,88,Mark Uth,23,1534,5,7.829693626612425,5,4.841097788885236,51,33,5,0,F M S,"FC Cologne,Schalke 04",4,5.556448582559824,10.108668118715286,4.251552166417241
53,320,Jonas Hofmann,24,1638,5,4.097970046103001,3,2.985699150711298,23,34,3,0,M S,Borussia M.Gladbach,5,4.097970046103001,13.323131125420332,8.324067652225494
54,359,Timothy Chandler,22,1202,5,1.8203645395115018,1,1.4287091195583344,20,12,4,0,D M S,Eintracht Frankfurt,5,1.8203645395115018,5.012315437197685,2.593316987156868
55,2380,Paco Alcácer,11,527,5,4.2159494599327445,1,0.9422581866383553,16,5,0,0,F S,Borussia Dortmund,5,4.2159494599327445,5.379409356974065,0.5692674070596695
56,3300,Christopher Nkunku,32,1918,5,8.300862716510892,13,9.998646676540375,52,73,2,0,D F M S,RasenBallsport Leipzig,5,8.300862716510892,21.60757404565811,8.681429084390402
57,3349,Ramy Bensebaini,19,1450,5,3.9311465565115213,3,2.621153324842453,23,12,6,1,D S,Borussia M.Gladbach,3,2.4156732335686684,8.486116787418723,5.592461720108986
58,3363,Benjamin Pavard,32,2788,5,1.88727062381804,4,3.5035418793559074,24,19,5,0,D S,Bayern Munich,5,1.88727062381804,20.339682385325432,19.160932570695877
59,5197,Achraf Hakimi,33,2709,5,5.067437727935612,10,5.5109693594276905,38,36,5,0,D M S,Borussia Dortmund,5,5.067437727935612,24.1443731226027,16.293885316699743
60,5221,Leon Bailey,22,1098,5,4.44166827108711,3,2.5394179690629244,29,21,0,2,D F M S,Bayer Leverkusen,5,4.44166827108711,7.952271299436688,2.3085090750828385
61,5231,Florian Kainz,28,1564,5,4.3117235926911235,6,6.8000135868787766,41,46,5,0,M S,FC Cologne,4,3.5539466170594096,10.07468160893768,3.816029886715114
62,5249,Emil Forsberg,22,1147,5,3.511454182676971,2,2.6887247348204255,26,27,1,0,M S,RasenBallsport Leipzig,3,1.9959002016112208,8.254327434115112,4.600941015407443
63,5250,Yussuf Poulsen,22,1218,5,6.612251115962863,6,2.242867609485984,33,18,2,0,F S,RasenBallsport Leipzig,5,6.612251115962863,12.964231880381703,5.633867627009749
64,6556,Moussa Diaby,28,1761,5,4.7901432937942445,5,6.1492712358012795,41,35,3,0,F M S,Bayer Leverkusen,5,4.7901432937942445,14.2206215322949,4.19238371308893
65,7080,Matheus Cunha,21,1011,5,5.392026484012604,1,1.5238407831639051,51,12,3,0,F M S,"Hertha Berlin,RasenBallsport Leipzig",5,5.392026484012604,8.43344247341156,2.676185993477702
66,7799,Sven Michel,29,1358,5,5.699808646924794,1,1.6490980200469494,42,20,7,0,F S,Paderborn,5,5.699808646924794,8.141388983931392,2.485199217684567
67,7800,Streli Mamba,24,1537,5,4.57428240776062,2,0.8766117040067911,23,10,5,0,F S,Paderborn,5,4.57428240776062,7.315114011056721,1.864216578193009
68,7822,Dennis Srbeny,17,1135,5,2.2645987197756767,1,0.6661131847649813,28,7,2,0,F M S,Paderborn,5,2.2645987197756767,3.277707302942872,0.5409078085795045
69,7883,Marcus Ingvartsen,28,1728,5,3.813873654231429,2,1.2972741834819317,45,10,4,0,F M S,Union Berlin,4,3.0561766531318426,4.890205077826977,1.3402677811682224
70,7900,Sargis Adamyan,15,739,5,5.757601015269756,1,0.7083777952939272,21,6,1,0,F M S,Hoffenheim,5,5.757601015269756,5.669006304815412,0.5078851003199816
71,64,Filip Kostic,33,2962,4,5.679941883310676,11,11.789905525743961,88,78,4,0,D M,Eintracht Frankfurt,4,5.679941883310676,20.71103086322546,11.335508834570646
72,118,Levin Öztunali,27,1780,4,2.501796801574528,3,2.943621303886175,35,26,1,0,F M S,Mainz 05,4,2.501796801574528,7.713057346642017,3.5006805108860135
73,131,Jonas Hector,29,2436,4,1.9151027640327811,2,3.2065405612811446,30,26,9,0,D M S,FC Cologne,4,1.9151027640327811,6.547234993427992,4.253235226497054
74,137,Anthony Modeste,27,1118,4,3.5140948314219713,1,0.6630941815674305,35,3,1,0,F M S,FC Cologne,4,3.5140948314219713,4.317866096273065,0.3718679016456008
75,153,Maximilian Arnold,33,2832,4,2.464232886210084,8,6.820205502212048,63,70,8,0,M S,Wolfsburg,4,2.464232886210084,11.730276448652148,8.443000903353095
76,186,Karim Bellarabi,26,1437,4,6.826341066509485,6,5.370481789112091,55,27,2,0,D F M S,Bayer Leverkusen,4,6.826341066509485,14.961598875001073,5.2173331174999475
77,226,Kingsley Coman,24,1507,4,5.28508859500289,3,5.059591472148895,37,32,2,0,F M S,Bayern Munich,4,5.28508859500289,16.030744828283787,7.476638101041317
78,262,Leonardo Bittencourt,29,1913,4,2.6679399833083153,2,1.878359578549862,43,32,7,0,D F M S,"Hoffenheim,Werder Bremen",4,2.6679399833083153,6.091322781518102,2.4279121290892363
79,448,Ivan Perisic,22,1197,4,4.253872202709317,3,3.3778541833162308,40,21,1,0,F M S,Bayern Munich,4,4.253872202709317,13.40089581348002,7.338592781685293
80,1669,Marko Grujic,29,2432,4,4.779393473640084,1,0.6264096042141318,36,11,9,0,M,Hertha Berlin,4,4.779393473640084,11.463922101072967,8.207553903572261
81,2631,Karim Onisiwo,32,1728,4,4.738797688856721,6,3.733342070132494,41,31,3,0,F M S,Mainz 05,4,4.738797688856721,9.808763418346643,2.011385388672352
82,3059,Axel Witsel,28,2240,4,2.6238227766007185,5,3.982818055897951,31,15,4,0,M S,Borussia Dortmund,4,2.6238227766007185,13.79659304022789,9.648974237032235
