,id,player_name,games,time,goals_season,xG_season,assists_season,xA_season,shots_season,key_passes_season,yellow_cards,red_cards,position,team_title,npg_season,npxG_season,xGChain,xGBuildup
0,3210,Wissam Ben Yedder,26,2195,18,14.885068397969007,4,6.422804010100663,64,45,0,0,F S,Monaco,15,12.604847442358732,20.99812173563987,4.1208231169730425
1,3423,Kylian Mbappe-Lottin,20,1522,18,16.572055026888847,5,10.575324974954128,88,40,0,0,F S,Paris Saint Germain,18,16.572055026888847,29.428358376026154,6.04463055357337
2,7142,Moussa Dembele,27,2184,16,11.400037791579962,2,1.6835441021248698,56,21,3,0,F S,Lyon,12,7.599561754614115,9.37563144788146,1.7008942039683461
3,5322,Victor Osimhen,27,2294,13,15.813830737024546,4,3.0678584203124046,86,21,4,0,F S,Lille,11,13.533748272806406,14.64504019729793,0.24194910377264023
4,1513,Mauro Icardi,20,1263,12,11.4568681884557,2,2.1562581975013018,36,11,0,0,F S,Paris Saint Germain,12,11.4568681884557,17.381139658391476,4.947350520640612
5,2099,Neymar,15,1325,12,14.725105818361044,6,5.246024522930384,70,38,2,1,F M,Paris Saint Germain,8,10.924712043255568,21.30269120633602,7.206126866862178
6,5769,Habib Diallo,26,2214,12,9.168053329922259,3,1.9753512926399708,76,24,2,1,F,Metz,11,6.887771875597537,8.555403786711395,0.7880053073167801
7,7716,Darío Benedetto,26,2142,11,9.784038187935948,0,1.5451842211186886,61,20,4,0,F S,Marseille,11,9.02394318766892,10.924236755818129,2.126017030328512
8,8025,Kasper Dolberg,23,1908,11,8.633041372522712,3,2.3823685003444552,42,12,2,0,F S,Nice,11,8.633041372522712,10.746119681745768,2.4095667265355587
9,3781,Denis Bouanga,26,2049,10,9.675074692815542,3,1.8382537690922618,77,18,4,0,D F M S,Saint-Etienne,7,7.394791778177023,9.81298997439444,1.7754970118403435
10,536,Dimitri Payet,22,1951,9,5.863477209582925,4,6.8619479034096,63,87,5,1,F M,Marseille,6,3.5831911489367485,11.00719652324915,6.137673204764724
11,555,Memphis Depay,13,1032,9,4.571164147928357,2,2.6989628188312054,48,25,0,0,F M S,Lyon,8,3.811066197231412,5.408127993345261,0.8592881876975298
12,1126,M&#039;Baye Niang,26,2137,9,7.956860322505236,0,0.4745668042451143,66,10,2,0,F M S,Rennes,9,6.436670307070017,7.742637000977993,1.5555588006973267
13,1682,Islam Slimani,18,1285,9,9.753104330971837,7,4.1906885877251625,53,32,4,1,F S,Monaco,8,8.99301421828568,15.541187062859535,4.605790726840496
14,3530,Andy Delort,26,2292,9,11.820212695747614,3,4.780327808111906,84,38,5,0,F,Montpellier,9,10.300023768097162,12.496451623737812,1.789242709055543
15,3738,Serhou Guirassy,23,1932,9,8.716841980814934,2,1.0456335954368114,45,15,6,0,F,Amiens,6,5.67646499723196,7.092637377791107,2.1628199508413672
16,3553,Ángel Di María,26,2016,8,8.399851320311427,14,13.905893934890628,74,77,2,0,F M S,Paris Saint Germain,7,6.879660734906793,29.715873032808304,13.951298816129565
17,3795,Adrien Hunou,23,1203,8,8.382852725684643,1,1.3218304049223661,28,14,2,0,F M S,Rennes,7,7.622759692370892,7.026971682906151,1.5192895848304033
18,6905,Ludovic Ajorque,26,2082,8,6.4597303085029125,4,3.3605425357818604,50,16,3,0,F S,Strasbourg,7,5.699635338038206,10.182374380528927,2.2302952921018004
19,690,Loïc Remy,20,965,7,4.667759530246258,0,0.4187602028250694,28,8,2,0,F S,Lille,7,4.667759530246258,7.155953414738178,2.661250028759241
20,3477,Jimmy Briand,22,1528,7,5.497582678683102,1,0.927136717364192,28,18,1,0,F S,Bordeaux,6,4.737491671927273,4.8346385397017,0.27769763860851526
21,3549,Adrien Thomasson,25,2089,7,4.978202756494284,1,3.3253345154225826,49,39,4,0,F M S,Strasbourg,7,4.978202756494284,12.835240622982383,5.112055969424546
22,4768,Wylan Cyprien,20,1776,7,6.098402988165617,3,3.4993541529402137,58,37,1,1,M,Nice,2,2.2979295141994953,6.756164886057377,5.734582745470107
23,7224,Boulaye Dia,24,1818,7,5.637142688035965,1,2.9208235684782267,38,29,0,0,F M S,Reims,6,4.877048071473837,7.844225335866213,1.946736928075552
24,3244,Nicolas de Preville,24,2013,6,5.163527412340045,4,4.760373641736805,46,45,4,0,F M S,Bordeaux,5,4.4034324418753386,7.622677351348102,3.2122244024649262
25,3561,Romain Hamouma,14,870,6,3.43308359477669,1,1.787957826629281,20,17,1,1,F M S,Saint-Etienne,6,3.43308359477669,4.389653716236353,1.106362223625183
26,3746,Gaetan Laborde,28,2269,6,8.410034717060626,5,3.1823758659884334,64,24,1,0,F M S,Montpellier,6,8.410034717060626,11.885982296429574,3.7191102048382163
27,4801,Rachid Alioui,28,1562,6,5.216248848475516,1,1.2393539007753134,58,18,1,0,F S,Angers,6,5.216248848475516,7.326442610472441,2.4558821730315685
28,5587,Josh Maja,21,703,6,3.4708221573382616,2,1.268711999990046,18,11,0,0,F S,Bordeaux,6,3.4708221573382616,5.036478275433183,0.7821619808673859
29,5677,Florent Mollet,25,1687,6,3.129365793429315,3,5.025257781147957,46,43,5,0,M S,Montpellier,6,3.129365793429315,7.264194184914231,3.295470184646547
30,5724,Irvin Cardona,21,1449,6,5.23048996925354,3,2.5710015762597322,50,18,3,0,F M S,Brest,6,5.23048996925354,7.757985837757587,1.7067416962236166
31,6863,Téji Savanier,19,1543,6,2.4599753310903907,2,2.141539426520467,31,28,5,0,M S,Montpellier,4,0.9397852113470435,4.348393061198294,3.5947989858686924
32,7746,Hwang Ui-Jo,24,1646,6,3.9336643777787685,2,0.961212370544672,36,6,2,0,F M S,Bordeaux,6,3.9336643777787685,4.675898723304272,1.3255065083503723
33,7747,Mama Baldé,24,1695,6,4.816191839054227,2,3.3356406148523092,51,22,2,0,F M S,Dijon,6,4.816191839054227,8.578769687563181,2.0933071924373507
34,3463,Romain Philippoteaux,27,2006,5,2.5242699831724167,2,1.4469209918752313,31,22,3,0,F M S,Nimes,5,2.5242699831724167,5.871248555369675,2.5214287219569087
35,3475,Ludovic Blas,24,1872,5,3.833746735006571,1,1.4963349979370832,46,24,0,0,F M S,Nantes,5,3.833746735006571,7.404103275388479,3.137372554279864
36,3696,Morgan Sanson,27,2214,5,4.178842863067985,4,3.4475713055580854,39,31,5,0,M S,Marseille,5,4.178842863067985,9.741332786157727,3.55496796220541
37,5619,Pierre Lees-Melou,26,2251,5,4.2295609023422,5,3.912809880450368,54,33,5,0,M S,Nice,5,4.2295609023422,10.182970443740487,4.078352887183428
38,5622,Júlio Tavares,23,1991,5,6.828925888985395,2,1.9460221640765667,50,33,0,0,F M S,Dijon,4,6.068834852427244,8.747824253514409,1.9163974896073341
39,5676,Opa Nguette,26,1875,5,2.507256173528731,2,1.1820037234574556,27,20,1,0,F M S,Metz,5,2.507256173528731,6.049622358754277,2.6039415448904037
40,6487,John Mendoza,15,1104,5,3.325470745563507,0,0.5924005061388016,23,10,2,0,F M S,Amiens,5,3.325470745563507,5.357767783105373,1.6634280160069466
