iter	RMSE
438	0.4963850324
439	0.4963845638
440	0.4963700969
441	0.4963645639
442	0.4963641104
443	0.4963599985
444	0.496358003
445	0.4963532409
446	0.496342084
447	0.4963418118
448	0.4963357495
449	0.4963301255
450	0.4963242897
451	0.4963239874
452	0.4963192401
453	0.4963176375
454	0.496313495
455	0.4963118924
456	0.4963102595
457	0.4962641596
458	0.4962639177
459	0.4962636909
460	0.4962635094
461	0.4962620276
462	0.4962609087
463	0.4962595176
464	0.4962593513
465	0.4962551478
466	0.4962530762
467	0.496238923
468	0.4960677825
469	0.495492662
470	0.4954857411
471	0.4954186783
472	0.4953984729
473	0.4952089803
474	0.4951755829
475	0.4950190514
476	0.4950033774
477	0.4949949186
478	0.4949768941
479	0.4949763331
480	0.4949685713
481	0.4949653574
482	0.4949624618
483	0.4949596117
484	0.4949570951
485	0.4946496848
486	0.4946462868
487	0.4946455586
488	0.4945109684
489	0.4945108925
490	0.4944891932
491	0.4943847502
492	0.4943836574
493	0.4943833083
494	0.4943832627
495	0.4943771156
496	0.4943770701
497	0.4943760532
498	0.4943697542
499	0.4943676444
500	0.4943670828
501	0.4943664757
502	0.4943661114
503	0.4943597364
504	0.4943563212
505	0.4943562757
506	0.4943422351
507	0.4943404288
508	0.4943403984
509	0.4943387894
510	0.4943385162
511	0.494338501
512	0.4941564375
513	0.4940234607
514	0.4940220634
515	0.4940110968
516	0.4933832713
517	0.4927644376
518	0.4927546917
519	0.4927373771
520	0.4926314507
521	0.4926313897
522	0.4926313136
523	0.4924692957
524	0.4922603535
525	0.4922503232
526	0.4919593573
527	0.4919559407
528	0.4919126208
529	0.4919121632
530	0.491899197
531	0.4918939189
532	0.4918925764
533	0.4918836371
534	0.4918835913
535	0.4918816234
536	0.4918803572
537	0.4914412401
538	0.4914351478
539	0.4914350868
540	0.4914241693
541	0.4914230088
542	0.4914216346
543	0.4909468174
544	0.4907808645
545	0.4907768434
546	0.4907748864
547	0.4907702536
548	0.4907609727
549	0.4906756321
550	0.490675051
551	0.4906552926
552	0.4906537479
553	0.4904810411
554	0.4904801996
555	0.4904739424
556	0.4904718312
557	0.4904686796
558	0.4904685266
559	0.490031605
560	0.4899138515
561	0.4899137137
562	0.4899130704
563	0.4899045391
564	0.4899039417
565	0.4899025173
566	0.4898221744
567	0.4898183139
568	0.4897961769
569	0.4897441472
570	0.4897429215
571	0.4897414813
572	0.4896861819
573	0.489681263
574	0.4896805275
575	0.4895233886
576	0.4895223002
577	0.4895213958
578	0.4892386997
579	0.4892385617
580	0.4892375187
581	0.4892365678
582	0.4892205244
583	0.489219144
584	0.4891319236
585	0.4891305429
586	0.4891305736
587	0.4891305889
588	0.4891305429
589	0.4891305122
590	0.4891016091
591	0.489100796
592	0.488681431
593	0.4886808015
594	0.4886805404
595	0.4886799876
596	0.4884603303
597	0.4884021511
598	0.4884016748
599	0.4879371136
600	0.4879366369
601	0.4878448036
602	0.4878443883
603	0.4878440345
604	0.4878433885
605	0.4878430039
606	0.4875870057
607	0.4870911663
608	0.4870754529
609	0.4870751447
610	0.4870725258
611	0.4870703536
612	0.4870674419
613	0.4870552402
614	0.4870359358
615	0.4870356431
616	0.4870340407
617	0.4870337942
618	0.4868267732
619	0.486826542
620	0.4868263725
621	0.4868262646
622	0.4868260642
623	0.4868259255
624	0.4868258022
625	0.4868256634
626	0.4868256018
627	0.4868254476
628	0.4868253397
629	0.4868252627
630	0.4866478512
631	0.4866478049
632	0.4864389074
633	0.4863612477
634	0.4863612014
635	0.4860371154
636	0.4859939164
637	0.4859938855
638	0.4859939164
639	0.4859938855
640	0.4858395545
641	0.4855396933
642	0.4855363088
643	0.4855223686
644	0.4855222759
645	0.4854762181
646	0.4854761717
647	0.4854760944
648	0.4851559334
649	0.4851374659
650	0.4851374505
651	0.4848767585
652	0.4848699492
653	0.4847772873
654	0.4847773182
655	0.4847612821
656	0.4847612666
657	0.4846528383
658	0.4845352798
659	0.4845352488
660	0.4844932169
661	0.4844932014
662	0.4844443351
663	0.4844314168
664	0.4841486934
665	0.4841486934
666	0.4841486779
667	0.483763039
668	0.4836314868
669	0.48362767
670	0.4834937375
671	0.4833030396
672	0.4830496218
673	0.4830214733
674	0.482797765
675	0.4827860306
676	0.4827840411
677	0.4827840256
678	0.482783979
679	0.4826196971
680	0.4826127627
681	0.4826127316
682	0.4826126538
683	0.4826126694
684	0.4825572061
685	0.4825571906
686	0.4825571906
687	0.4825572061
688	0.4825571906
689	0.482557175
690	0.4825542516
691	0.4822812879
692	0.4822812879
693	0.4822812879
694	0.4822781139
695	0.4822695098
696	0.4822694942
697	0.4822638151
698	0.4821910697
699	0.4818396209
700	0.4818145009
701	0.4818145165
702	0.4818145009
703	0.4814485322
704	0.4814485478
705	0.4814485166
706	0.4814485478
707	0.4814485789
708	0.4814485633
709	0.481448049
710	0.481448049
711	0.4814110004
712	0.4814109536
713	0.4814075089
714	0.4814074933
715	0.4811845941
716	0.4811458876
717	0.4811079111
718	0.480789976
719	0.4807891957
720	0.4807629751
721	0.4807229703
722	0.4807056438
723	0.480702475
724	0.4805318756
725	0.4800189632
726	0.4798724367
727	0.479792291
728	0.479789429
729	0.4797840177
730	0.4795659185
731	0.4794039774
732	0.4792639014
733	0.4792497162
734	0.4792492464
735	0.4789754488
736	0.4789185616
737	0.4785637531
738	0.4785535456
739	0.4784806125
740	0.478475155
741	0.4784576216
742	0.4782961837
743	0.4782910692
744	0.4781133787
745	0.4780294534
746	0.4780103338
747	0.4779492498
748	0.477944744
749	0.4779445085
750	0.477753496
751	0.4777444492
752	0.4777444335
753	0.4777444335
754	0.4777428785
755	0.4777426429
756	0.4777322764
757	0.4777322921
758	0.4777323236
759	0.4774996473
760	0.4774996473
761	0.4774994273
762	0.4774989873
763	0.4774978558
764	0.4774978715
765	0.4774967558
766	0.4774968187
767	0.4773651744
768	0.4773651587
769	0.476929213
770	0.4769292444
771	0.4769251537
772	0.4767116966
773	0.4767116651
774	0.4765454473
775	0.4765454316
776	0.4765454473
777	0.4765436838
778	0.4765420777
779	0.4759816257
780	0.4756528655
781	0.4755340131
782	0.4755339657
783	0.4755339815
784	0.4755329243
785	0.4755329085
786	0.475348741
787	0.4752553437
788	0.4752310757
789	0.4752232282
790	0.475219486
791	0.474744665
792	0.4747446967
793	0.4747159767
794	0.4746324466
795	0.474632415
796	0.4745453282
797	0.4744109352
798	0.4740061031
799	0.4739676653
800	0.4739530841
801	0.4738227357
802	0.4738227041
803	0.4738227357
804	0.4738226724
805	0.4738140256
806	0.4732824179
807	0.4732440323
808	0.4731553103
809	0.4731552627
810	0.473153994
811	0.4731539623
812	0.4730548654
813	0.4726901948
814	0.4726751614
815	0.4726644616
816	0.4726644457
817	0.4726429976
818	0.4726430294
819	0.4726430453
820	0.4726429976
821	0.4726429659
822	0.4726429659
823	0.4726266133
824	0.4726252161
825	0.4726251685
826	0.4726251526
827	0.4726251367
828	0.4726251367
829	0.4726251685
830	0.4726252161
831	0.4725342024
832	0.4725311376
833	0.4725311217
834	0.4725281998
835	0.4724029383
836	0.4723946309
837	0.4723913428
838	0.4723898337
839	0.4722656319
840	0.4719452538
841	0.4718463325
842	0.4716696822
843	0.471619885
844	0.4716197736
845	0.4716197577
846	0.47161971
847	0.4712891807
848	0.4711870959
849	0.4711248245
850	0.471108467
851	0.4710408647
852	0.470948525
853	0.4706344092
854	0.4703119786
855	0.4702548571
856	0.4702251129
857	0.4701307616
858	0.4700519561
859	0.4700448842
860	0.4700274354
861	0.4700263498
862	0.4700088205
863	0.4700054519
864	0.4699241663
865	0.4697389499
866	0.4695269883
867	0.4694848753
868	0.4692953284
869	0.4692172301
870	0.4691062967
871	0.4690942997
872	0.4686058106
873	0.4686030724
874	0.4684212263
875	0.4681821436
876	0.4680154939
877	0.4676187006
878	0.4674527489
879	0.4673733955
880	0.467373251
881	0.4673675996
882	0.4673516725
883	0.4673515761
884	0.4671380333
885	0.4668621315
886	0.4668555416
887	0.4668554452
888	0.4667985759
889	0.4667943643
890	0.4667942678
891	0.4667250921
892	0.4666611963
893	0.4666275727
894	0.4666195323
895	0.4666194519
896	0.4666193393
897	0.4665230363
898	0.4665221356
899	0.4665221034
900	0.4664463721
901	0.4664462434
902	0.4664461791
903	0.4663877958
904	0.4663877797
905	0.4663876832
906	0.4663839184
907	0.4663811832
908	0.466286054
909	0.4662860058
910	0.4658941658
911	0.4654532316
912	0.4654531994
913	0.4654505232
914	0.4654504749
915	0.4654503459
916	0.4654502975
917	0.4654296617
918	0.4654296456
919	0.4654295972
920	0.465421665
921	0.4654215844
922	0.4654215038
923	0.4654214554
924	0.4654214554
925	0.4654214232
926	0.4654213748
927	0.4654213426
928	0.4653274524
929	0.4653273879
930	0.4653273557
931	0.4653273879
932	0.4653274363
933	0.4653273718
934	0.4653273395
935	0.4653273073
936	0.4653272428
937	0.4653272105
938	0.4653272428
939	0.4653272105
940	0.465327146
941	0.465327146
942	0.465327146
943	0.4653270976
944	0.4653271299
945	0.4653270815
946	0.4653270331
947	0.4653270493
948	0.465327017
949	0.465327017
950	0.4653269848
951	0.4653269525
952	0.4653269203
953	0.4653268558
954	0.4653268558
955	0.465326888
956	0.4653268558
957	0.4653268235
958	0.4653268074
959	0.465326759
960	0.465326759
961	0.4653267106
962	0.4653266461
963	0.4653266461
964	0.4653266622
965	0.4653266622
966	0.4653266622
967	0.4653265977
968	0.4653265977
969	0.4653265494
970	0.4653265494
971	0.4653265494
972	0.4653265332
973	0.4653264849
974	0.465326501
975	0.4653264526
976	0.4653264687
977	0.4653265171
978	0.4653264687
979	0.4653264687
980	0.4653264687
981	0.465326501
982	0.465326501
983	0.465326501
984	0.4653265494
985	0.4653265171
986	0.4653264687
987	0.4653264687
988	0.4653264365
989	0.4651014288
990	0.4651013965
991	0.4651014449
992	0.4651014611
993	0.4651015095
994	0.4651015579
995	0.4651015417
996	0.4650137996
997	0.4648562965
998	0.4648434796
999	0.4648433666
